id,category,heading,content,source_url
01-基础-011,01-基础,天干地支,在中国的传统文化中，`干支纪年` 是非常重要的基础知识，它就像数学里的加减乘除，英语里的26字母一样。在紫微斗数里，整个星盘的排布就是按照 `天干` 和 `地支` 来计算的。所以需要作为基础熟记。,https://iztro.com/learn/basis
01-基础-012,01-基础,十天干,"在紫微斗数里，十天干有一个非常重要的作用，就是起 `四化`，四化星是紫微斗数里非常重要，也非常好用的星曜，关于四化星的知识，你可以点击 [四化星](08-四化.md) 进行学习。
  
  |名称|五行|阴阳|
  |---|---|---|
  |甲|🪵 木|🌕 阳|
  |乙|🪵 木|🌑 阴|
  |丙|🔥 火|🌕 阳|
  |丁|🔥 火|🌑 阴|
  |戊|⛰️ 土|🌕 阳|
  |己|⛰️ 土|🌑 阴|
  |庚|🪙 金|🌕 阳|
  |辛|🪙 金|🌑 阴|
  |壬|🌊 水|🌕 阳|
  |癸|🌊 水|🌑 阴|",https://iztro.com/learn/basis
01-基础-013,01-基础,十二地支,"地支在紫微斗数的宫位系统里起到定位的作用，因为地支的位置是固定的，就好比一所学校修建完毕以后，每个年级、每个班级都固定下来了，而 `命宫` 的位置是不固定的，这就好比你入学的时候有可能分到1班，也有可能分到10班。十二地支在十二宫的位置见下表：

  <table class=""astrolabe"">
    <tr>
        <td>巳 <code>3</code></td>
        <td>午 <code>4</code></td>
        <td>未 <code>5</code></td>
        <td>申 <code>6</code></td>
    </tr>
    <tr>
        <td>辰 <code>2</code></td>
        <td class=""center-palace"" rowspan=""2"" colspan=""2"">中宫</td>
        <td>酉 <code>7</code></td>
    </tr>
    <tr>
        <td>卯 <code>1</code></td>
        <td>戌 <code>8</code></td>
    </tr>
    <tr>
        <td>寅 <code>0</code></td>
        <td>丑 <code>11</code></td>
        <td>子 <code>10</code></td>
        <td>亥 <code>9</code></td>
    </tr>
  </table>

  和天干一样，十二地支也有阴阳，五行之分

  |名称|五行|阴阳|
  |---|---|---|
  |子|🌊 水|🌕 阳|
  |丑|⛰️ 土|🌑 阴|
  |寅|🪵 木|🌕 阳|
  |卯|🪵 木|🌑 阴|
  |辰|⛰️ 土|🌕 阳|
  |巳|🔥 火|🌑 阴|
  |午|🔥 火|🌕 阳|
  |未|⛰️ 土|🌑 阴|
  |申|🪙 金|🌕 阳|
  |酉|🪙 金|🌑 阴|
  |戌|⛰️ 土|🌕 阳|
  |亥|🌊 水|🌑 阴|

#### 地支六合

  既然叫 `合`，就有一种 `互相帮助` 的概念在里面，这种帮助是 `暗地里` 的。此处不对地支的知识做过多的深究，将地支六合列在此处的目的是因为后面介绍 [暗合宫](03-宫位.md#暗合宫) 的时候会用到地支六合的概念，所以把它列出来。

  - `子` `丑` 合化 `⛰️土`
  - `寅` `亥` 合化 `🪵木`
  - `卯` `戌` 合化 `🔥火`
  - `辰` `酉` 合化 `🪙金`
  - `巳` `申` 合化 `🌊水`
  - `午` `未` 合化 `⛰️土`

#### 地支三合局

  和地支六合一样，三合的 `合`，也是相互助力，但是和地支六合的 `暗地里` 帮助不同，地支三合是明面上的帮助，同样的，此处不会深究，列出来的原因也是因为在 [三方四正](03-宫位.md#三方四正) 里会用到地支三合局的概念，所以才在此介绍。

  - `申` `子` `辰` 合化 `🌊水` 局
  - `亥` `卯` `未` 合化 `🪵木` 局
  - `寅` `午` `戌` 合化 `🔥火` 局
  - `巳` `酉` `丑` 合化 `🪙金` 局

#### 地支六冲

  既然叫 `冲`，就代表着一种冲突，一种需要很大力量去调和的关系。在 [三方四正](03-宫位.md#三方四正) 里会用到地支六冲的概念。

  - `子` `午` 互冲
  - `卯` `酉` 互冲
  - `寅` `申` 互冲
  - `巳` `亥` 互冲
  - `辰` `戌` 互冲
  - `丑` `未` 互冲",https://iztro.com/learn/basis
01-基础-014,01-基础,十二时辰,"中国古代计时方式是将一天分为 `十二时辰`，折合成现在的计时方式是2小时为一个时辰，但是 `子时` 非常特殊，因为子时的时间段是 `23:00~01:00`，跨了一天，所以子时是分 `早子时` 和 `晚子时` 的。十二时辰的对照表如下：

|名称|时间段|
|---|---|
|早子时|00:00～01:00|
|丑时|01:00～03:00|
|寅时|03:00～05:00|
|卯时|05:00～07:00|
|辰时|07:00～09:00|
|巳时|09:00～11:00|
|午时|11:00～13:00|
|未时|13:00～15:00|
|申时|15:00～17:00|
|酉时|17:00～19:00|
|戌时|19:00～21:00|
|亥时|21:00～23:00|
|晚子时|23:00～00:00|",https://iztro.com/learn/basis
01-基础-015,01-基础,五行局,"五行局是紫微斗数里决定几岁开始起运的依据，它来自于 `六十甲子纳音`，但本站不讨论 `六十纳音`，如有兴趣，请自行研究学习。五行局中间的数字，就是紫微斗数里大限起运的年龄。比如，水二局代表 `2` 岁起运，土五局代表 `5` 岁起运，关于五行局，大家知道这点就够用了。五行局一共五种，分别是：

- 🌊 `水二局`
- 🪵 `木三局`
- 🪙 `金四局`
- ⛰️ `土五局`
- 🔥 `火六局`",https://iztro.com/learn/basis
02-星盘-001,02-星盘,紫微斗数星盘,"> 来源：https://iztro.com/learn/astrolabe
> 原文：SylarLong/iztro-docs `learn/astrolabe.md`，仅去掉站点组件（Donate / script / Badge），正文未删改。",https://iztro.com/learn/astrolabe
02-星盘-002,02-星盘,前言,"紫微斗数的 `星盘` 又叫 `命盘`，是通过出生的日期和时辰计算出来的一张显示着 [`宫位`](03-宫位.md) 和 [`星曜`](04-星曜系统.md) 分布的图表。星盘分为 `本命盘`、`大限盘` 和 `流年盘`。查看运势，就是把这三张盘叠加在一起分析。如果你之前没有了解过紫微斗数，我强烈建议你先去阅读 [紫微斗数基础](01-基础.md) 以后再来阅读本文，这样就可以理解文中提到的一些术语了。

>*本系列文章为原创文章，转载请标注出处。*",https://iztro.com/learn/astrolabe
02-星盘-003,02-星盘,如何排盘,"排盘需要提供的参数非常简单，只需要出生当天的 `日期`、[`时辰`](01-基础.md#十二时辰) 以及 `性别` 即可，有了这些数据以后根据 [`安星诀`](11-安星诀.md) 经过七七四十九步即可排出整张星盘。当然，如果你只想 `解盘`，其实并不需要知道如何排盘，也不需要去记忆安星诀的知识。

一张星盘排出来，大概是长着个样子的

![紫微斗数星盘](https://raw.githubusercontent.com/SylarLong/iztro-docs/main/astrolabe@2x.png)

相信上面每一个字你都认识，但是就是不知道合起来是什么意思，不用着急，如果你把本站分享的内容全部学完，一定会豁然开朗的。现在我们来解释一下这张星盘上面的东西。",https://iztro.com/learn/astrolabe
02-星盘-004,02-星盘,认识星盘,"首先周围的十二个小方格就是 [十二人事宫](03-宫位.md)，简称 `十二宫`。中间那个大方格叫 `中宫`，通常中宫里会放入一些基本信息，总之你想放什么信息都可以，中宫那个红色的像箭头一样的叫做 `三方四正` 线，尖头指向的宫位就是 `命宫`，箭尾所在的宫位是命宫的 `四正位`，箭头两翼的尖角所指的宫位叫做命宫的 `三方位`，关于宫位的详细知识我们会在 [紫微斗数宫位](03-宫位.md) 这篇文章里详细介绍。

周围的十二宫虽然里面的内容不同，但是布局都是一样的，这里我们拎出其中一个宫位来给大家介绍。

![紫微斗数宫位](https://raw.githubusercontent.com/SylarLong/iztro-docs/main/palace@2x.png)

上图中包含信息有：

- `主星`

  图中左上角的 `廉贞`、`贪狼` 即是 [主星](05-主星.md)，后面的 `陷` 是该主星的亮度。

- `辅星`

  图中上中部的 `地空`、`地劫` 和 `陀罗` 即是 [辅星](06-辅星.md)，同样的 `陷` 是该主星的亮度。你可能已经注意到，不是每一颗星都会标注 `亮度`。关于星曜亮度的知识，我们会在 [紫微斗数星曜](04-星曜系统.md) 中介绍。

- `杂耀`

  图中右上角的 `天才`、`天寿`、`天厨` 和 `天月` 即是 [杂耀](07-杂耀神煞.md)。

- `流耀`

  图中左边中部的 `流曲` 和 `流陀` 即是 [流耀](04-星曜系统.md#流耀)

- `神煞`

  图中左下角小字显示的 `长生` `官府` 和右下角小字显示的 `白虎` `指背` 叫做 [神煞](04-星曜系统.md#神煞)，其中分为：

  - 长生十二神之一的 `长生`
  - 博士十二神之一的  `官府`
  - 流年将前十二神之一的  `指背`
  - 流年岁前十二神之一的  `白虎`

- `小限`

  图中下面的那串数字 `3 15 27 39 51 63 75 87 99 111` 叫 `小限`，数字代表的是 `虚岁`，就是在3岁、15岁、27岁...的时候 `小限` 会走这个宫位。

- `大限`

  图中下面加粗的数字 `33 - 42` 叫 `大限`，代表在虚岁 `33岁`～`42岁` 这10年 `大限` 会走这个宫位。

- `宫名`

  图中左下角的 `田宅` 是这个宫位的 `宫名`。

- `干支`

  途中右下角的 `癸亥` 是这个宫位的 `干支`，其中 `癸` 叫 `宫干`，这个宫位在交流的时候可以叫做 `亥宫`。

- `四化`

  贪狼后面的 `忌` 就是 [四化星](08-四化.md)，这个叫生年忌。红色背景为化禄星，蓝色背景为化权星，绿色背景为化科星，黑色背景为化忌星。贪狼星前面黑色的小色块叫 `自化`，颜色和四化星一致。这个地方表示贪狼星自化忌。",https://iztro.com/learn/astrolabe
02-星盘-005,02-星盘,如何解盘,"星盘上信息繁多，所以初学者在第一眼看到的时候会感觉手足无措，不知道从哪里开始，这也是很多人学习紫微斗数的一大拦路虎。本节将会介绍如何解盘，以及解盘的步骤，让大家有迹可循，慢慢增强自己对一张星盘的感觉，逐步达成一眼就可以看个大概的感觉。

> **提示**
>
> 每一个派别都有自己解盘的一些方法和技巧，本站内容没有派别之分，只是出于对紫微斗数的一种研究与总结，旨在能让大家能够更容易的了解紫微斗数，能够体会到紫微斗数带来的乐趣。


1. 找命宫
   
    找到 `命宫` 的位置是开始解盘的第一步，这就相当于吃饭得先找到嘴巴的位置一样。

2. 看主星

    命宫里的 `主星`，就是这张盘的主人的 `主星`，大家在交流的时候说的，我是 `紫微星`，她是 `贪狼星`，说的就是命宫的主星。当然，`空宫` 里是没有主星的，这时我们需要借 `对宫` 的主星来看。如果你对这些术语不熟悉，请到 [紫微斗数术语解释](01-基础.md#术语解释) 里查看相应的术语解释。找到主星以后，星盘主人的个性就可以以主星的特质为基础进行剖析。我们将会在 [14主星](05-主星.md) 中详细解析每一颗主星的特质。

3. 看三方四正

    对于 `命宫` 来说，`三方四正` 宫位就是 `迁移宫`、`官禄宫` 和 `财帛宫`，不用多解释大家应该就能感觉到这些宫位对人生的重要程度了吧？所以在传统紫微斗数的解盘路数里，非常看重三方四正的好坏。但实际上，紫微斗数星盘需要的是 `平衡`，因为决定你上限的，是那个 `短板`，而不是某一个异常突出的宫位。我们将会在 [紫微斗数宫位知识](03-宫位.md) 中详细解析每一个宫位的意义以及作用。

4. 看福德宫

    福德宫是一个人 `精神面` 的体现，它能展现出一个人的喜好和思维模式，所以在参考 `三方四正` 和 `福德宫` 以后，就可以勾勒出一个人的大概性格特征和行为模式。

5. 看生年四化影响

    四化星影响的是星盘主人 `内心`，比如说 `禄` 是让人感到 `开心` 的宫位；`权` 是需要 `掌控` 的宫位；`科` 是让星盘主人感到 `有面子` 的宫位，当然也就比较喜欢 `展示` 这个宫位；而 `忌` 是让人感到 `纠结` 和 “没面子” 的宫位，所以不太会愿意向别人 `展示` 或 `谈论` 这个宫位，也是 `自卑`，`没自信` 的来源。当然这些感觉都是以星盘主人自身的感受来讲的，而外人不一定是这个感觉。关于四化星的详细知识，我们会在 [紫微斗数四化星](08-四化.md) 中详细解析。

6. 看宫干四化

    除了 `运限` 和 `本命` 的天干会起四化以后，每个宫位的 `宫干` 也会起 `四化`。宫干四化揭示了宫位之间的交互和对待关系。通过宫干四化的解析，可以分析出像 `我和伴侣相处怎么样？`，`我的工作怎么样？` 这样的信息。

7. 分析目标宫位

    目标宫位是指星盘主人比较关心的宫位，可以通过该宫位内有哪些 `星曜`，该宫位的宫干产生的 `四化` 是怎样的来分析目标宫位对星盘主人的影响。 

8. 看运限

    前面几步都是在分析星盘主人的 `静态信息`，它能勾勒出一个轮廓，就好像一幅画的起稿一样，大概标注了什么位置画什么东西，画多大之类的信息。而运限则是对细节处的描绘，通过一层一层的运限分析，会将静态盘呈现的轮廓进行细节的描绘。运限揭示了环境对星盘主人的影响，不同运限影响的范围和结果是不一样的，详细的信息请参考 [紫微斗数运限](10-运限.md)。",https://iztro.com/learn/astrolabe
03-宫位-001,03-宫位,紫微斗数宫位系统,"> 来源：https://iztro.com/learn/palace
> 原文：SylarLong/iztro-docs `learn/palace.md`，仅去掉站点组件（Donate / script / Badge），正文未删改。",https://iztro.com/learn/palace
03-宫位-002,03-宫位,前言,"宫又叫 `垣`，是指紫微斗数星盘上周围按照地支排列出来的十二个方格。`宫` 和 `位` 其实是两个概念，其中 `宫` 是一个绝对概念，而 `位` 是一个相对概念。比如说以你为参照，你的 `爸爸`，你的 `爷爷`，这些对你来说都是 `绝对称呼`，所以你的爸爸叫做你的 `父母宫`，你的爷爷除了是你的 `福德宫` 以外，还是你 `父母宫` 的 `父母位`。

>*本系列文章为原创文章，转载请标注出处。*

紫微斗数十二宫是按照下列顺序逆时针排列在 [紫微斗数星盘](02-星盘.md) 上的：

<table class=""astrolabe"">
    <tr>
        <td>巳 <code>田宅</code></td>
        <td>午 <code>官禄</code></td>
        <td>未 <code>仆役</code></td>
        <td>申 <code>迁移</code></td>
    </tr>
    <tr>
        <td>辰 <code>福德</code></td>
        <td class=""center-palace"" rowspan=""2"" colspan=""2"">中宫</td>
        <td>酉 <code>疾厄</code></td>
    </tr>
    <tr>
        <td>卯 <code>父母</code></td>
        <td>戌 <code>财帛</code></td>
    </tr>
    <tr>
        <td>寅 <code>命宫</code></td>
        <td>丑 <code>兄弟</code></td>
        <td>子 <code>夫妻</code></td>
        <td>亥 <code>子女</code></td>
    </tr>
</table>

通常除了命宫以外，其他11个宫位在显示的时候都会省略 `宫` 字。我们可以看到上表中除了 `宫名` 还有 `地支`，地支的位置是固定的，而 `宫名` 每个人的会不一样。所以我们在交流时对于宫位的称呼通常会有两种，一种是以 `地支` + `宫` 来称呼，比如 `卯宫`、`戌宫` 等等，当以这种称呼的时候，它在星盘上的位置每个人都是一样的。而另一种是以 `宫名` 来称呼，这种称呼方式宫位的位置会因人而异。比如张三的 `财帛宫` 可能在 `辰宫`，而李四的 `财帛宫` 则可能在 `申宫`。也因为有这两套称呼，所以宫位也存在着两套分类规则。在熟悉这两套规则之前，我们先来学习十二宫。

> **提示**
>
> 本文介绍的宫位均是 `本命盘` 上的解释，本命盘体现的是一种 `态度`，或者说某种 `观念`。而观念并没有好坏之分，因为和你观念一致的，你就会认为是好的，和你观念背离的，你就会认为是坏的。所以观念的好坏是一个相对的概念。有了这个基本认知，我们就知道从 `本命盘` 上，并不能看出吉凶祸福。如果想看出某个宫位在某个时候的好坏，需要查看 `运限盘`，我们将会在 [紫微斗数运限](10-运限.md) 中介绍。",https://iztro.com/learn/palace
03-宫位-003,03-宫位,`命宫`,命宫是决定星盘主人属性的宫位，就类似于游戏中的职业，它显示了你的个性偏向。但是，人的性格是立体的，命宫的个性只能说是星盘主人的 `本质`。大家肯定听说过 `性格决定命运` 这句话，其实决定命运的从来都不是性格，而是 `认知`。同一个类型性格的人，会因为自身认知的不同，而对同一件事情产生完全不同的想法。所以，现代社会不能用老传统的 `好` 和 `差`，`吉` 和 `凶` 来武断的将一张盘是好是坏。虽然命宫是人个性特质的展现，但对于大多数人而言，别人最先接触到的个性特质，往往不是命宫展现出来的，而是 [`迁移宫`](#迁移宫)。,https://iztro.com/learn/palace
